
@relation python_mistakes

@attribute commit_message string
@attribute additions numeric
@attribute deletions numeric
@attribute changes numeric
@attribute actual_changes string
@attribute attribute_TAB numeric
@attribute attribute_NEWLINE numeric
@attribute attribute_CARRIAGE_RETURN numeric
@attribute attribute_EXCLAMATION_MARK numeric
@attribute attribute_QUOTATION_MARK numeric
@attribute attribute_NUMBER_SIGN numeric
@attribute attribute_DOLLAR_SIGN numeric
@attribute attribute_PERCENT_SIGN numeric
@attribute attribute_AMPERSAND numeric
@attribute attribute_APOSTROPHE numeric
@attribute attribute_LEFT_PARENTHESIS numeric
@attribute attribute_RIGHT_PARENTHESIS numeric
@attribute attribute_ASTERISK numeric
@attribute attribute_PLUS_SIGN numeric
@attribute attribute_COMMA numeric
@attribute attribute_HYPHEN-MINUS numeric
@attribute attribute_FULL_STOP numeric
@attribute attribute_SOLIDUS numeric
@attribute attribute_DIGIT_ZERO numeric
@attribute attribute_DIGIT_ONE numeric
@attribute attribute_DIGIT_TWO numeric
@attribute attribute_DIGIT_THREE numeric
@attribute attribute_DIGIT_FOUR numeric
@attribute attribute_DIGIT_FIVE numeric
@attribute attribute_DIGIT_SIX numeric
@attribute attribute_DIGIT_SEVEN numeric
@attribute attribute_DIGIT_EIGHT numeric
@attribute attribute_DIGIT_NINE numeric
@attribute attribute_COLON numeric
@attribute attribute_SEMICOLON numeric
@attribute attribute_LESS-THAN_SIGN numeric
@attribute attribute_EQUALS_SIGN numeric
@attribute attribute_GREATER-THAN_SIGN numeric
@attribute attribute_QUESTION_MARK numeric
@attribute attribute_COMMERCIAL_AT numeric
@attribute attribute_LEFT_SQUARE_BRACKET numeric
@attribute attribute_REVERSE_SOLIDUS numeric
@attribute attribute_RIGHT_SQUARE_BRACKET numeric
@attribute attribute_CIRCUMFLEX_ACCENT numeric
@attribute attribute_LOW_LINE numeric
@attribute attribute_GRAVE_ACCENT numeric
@attribute attribute_LEFT_CURLY_BRACKET numeric
@attribute attribute_VERTICAL_LINE numeric
@attribute attribute_RIGHT_CURLY_BRACKET numeric
@attribute attribute_TILDE numeric
@attribute LETTERS_CHANGED numeric
@attribute class {yes, no}

@data
'projectEulerProblemLargestPrimeNumberAddedProjectEulerSolutionsStyleschecked', 1, 1, 5, ' TAB name SPACE EQUALS_SIGN SPACE raw LOW_LINE input LEFT_PARENTHESIS APOSTROPHE Enter SPACE your SPACE name COLON SPACE APOSTROPHE RIGHT_PARENTHESIS NEWLINE TAB name SPACE EQUALS_SIGN SPACE raw LOW_LINE input LEFT_PARENTHESIS APOSTROPHE Enter SPACE your SPACE full SPACE name COLON SPACE APOSTROPHE RIGHT_PARENTHESIS NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, no
'Addemailtosearchfieldsinregistrationadmin', 1, 1, 7, ' SPACE SPACE SPACE SPACE search LOW_LINE fields SPACE EQUALS_SIGN SPACE LEFT_PARENTHESIS APOSTROPHE name APOSTROPHE COMMA SPACE RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE search LOW_LINE fields SPACE EQUALS_SIGN SPACE LEFT_PARENTHESIS APOSTROPHE name APOSTROPHE COMMA SPACE APOSTROPHE email APOSTROPHE RIGHT_PARENTHESIS NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, no
'Renamebucketpytxttobucketpy', 1, 1, 1, ' TAB main LEFT_PARENTHESIS RIGHT_PARENTHESIS NEWLINE TAB main LEFT_PARENTHESIS RIGHT_PARENTHESIS', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, no
'BugBumpFirefoxPuppeteertormajazfMozReviewCommitIDDdbLeMzCS', 1, 1, 2, ' LOW_LINE LOW_LINE version LOW_LINE LOW_LINE SPACE EQUALS_SIGN SPACE APOSTROPHE DIGIT_ONE FULL_STOP DIGIT_THREE FULL_STOP DIGIT_ZERO APOSTROPHE NEWLINE LOW_LINE LOW_LINE version LOW_LINE LOW_LINE SPACE EQUALS_SIGN SPACE APOSTROPHE DIGIT_ONE FULL_STOP DIGIT_FOUR FULL_STOP DIGIT_ZERO APOSTROPHE NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, no
'correctspelling', 1, 3, 36, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE else COLON NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE continue NEWLINE SPACE SPACE SPACE SPACE NUMBER_SIGN SPACE build SPACE the SPACE arg SPACE parseing NEWLINE SPACE SPACE SPACE SPACE NUMBER_SIGN SPACE build SPACE the SPACE arg SPACE parsing NEWLINE', 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, no
'Updatebasicpyreducestock', 1, 1, 1, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE product LOW_LINE data SPACE EQUALS_SIGN SPACE self FULL_STOP LOW_LINE transcoding LOW_LINE dict LEFT_PARENTHESIS product LOW_LINE data RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE NUMBER_SIGN product LOW_LINE data SPACE EQUALS_SIGN SPACE self FULL_STOP LOW_LINE transcoding LOW_LINE dict LEFT_PARENTHESIS product LOW_LINE data RIGHT_PARENTHESIS NEWLINE', 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, no
'Release', 1, 1, 2, ' LOW_LINE LOW_LINE version LOW_LINE LOW_LINE SPACE EQUALS_SIGN SPACE APOSTROPHE DIGIT_ZERO FULL_STOP DIGIT_ONE APOSTROPHE NEWLINE LOW_LINE LOW_LINE version LOW_LINE LOW_LINE SPACE EQUALS_SIGN SPACE APOSTROPHE DIGIT_ZERO FULL_STOP DIGIT_TWO APOSTROPHE NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, no
'turneddebugoff', 1, 1, 7, 'DEBUG SPACE EQUALS_SIGN SPACE True NEWLINE DEBUG SPACE EQUALS_SIGN SPACE False NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, no
'settingspytimezonerevised', 1, 1, 13, 'TIME LOW_LINE ZONE SPACE EQUALS_SIGN SPACE APOSTROPHE UTC APOSTROPHE NEWLINE TIME LOW_LINE ZONE SPACE EQUALS_SIGN SPACE APOSTROPHE Asia SOLIDUS Seoul APOSTROPHE NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, no
'cleanup', 1, 1, 10, 'from SPACE SUAVE FULL_STOP Analyses SPACE import SPACE Results SLASH_R NEWLINE from SPACE SUAVE FULL_STOP Core SPACE import SPACE Results SLASH_R NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, no
'commentmodification', 1, 1, 15, ' TAB NUMBER_SIGN if SPACE no SPACE corresponding SPACE emoji SPACE can SPACE be SPACE found NEWLINE TAB NUMBER_SIGN SPACE default SPACE emoji SPACE if SPACE no SPACE corresponding SPACE emoji SPACE can SPACE be SPACE found NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, no
'pep', 1, 1, 1, 'from SPACE special SPACE import SPACE special NEWLINE from SPACE special SPACE import SPACE special', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, no
'CleanedprimesUnder', 1, 1, 0, ' SPACE SPACE SPACE SPACE SPACE SPACE print SPACE num NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE print SPACE num NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, no
'commentsrevised', 1, 1, 4, ' NUMBER_SIGN open SPACE APOSTROPHE people LOW_LINE word FULL_STOP csv APOSTROPHE SPACE which SPACE is SPACE file SPACE APOSTROPHE parser FULL_STOP py APOSTROPHE SPACE generated NEWLINE NUMBER_SIGN open SPACE APOSTROPHE people LOW_LINE word FULL_STOP csv APOSTROPHE SPACE which SPACE is SPACE the SPACE file SPACE APOSTROPHE parser FULL_STOP py APOSTROPHE SPACE generated NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, no
'FixhelpstringtyposcCopyrightIBMCorp', 3, 3, 29, ' COMMERCIAL_AT click FULL_STOP option LEFT_PARENTHESIS APOSTROPHE HYPHEN-MINUS n APOSTROPHE COMMA SPACE type EQUALS_SIGN int COMMA SPACE default EQUALS_SIGN DIGIT_ONE COMMA SPACE help EQUALS_SIGN APOSTROPHE Number SPACE of SPACE hosts SPACE to SPACE create APOSTROPHE RIGHT_PARENTHESIS NEWLINE COMMERCIAL_AT click FULL_STOP option LEFT_PARENTHESIS APOSTROPHE HYPHEN-MINUS n APOSTROPHE COMMA SPACE type EQUALS_SIGN int COMMA SPACE default EQUALS_SIGN DIGIT_ONE COMMA SPACE help EQUALS_SIGN APOSTROPHE Number SPACE of SPACE hosts SPACE to SPACE cancel APOSTROPHE RIGHT_PARENTHESIS NEWLINE COMMERCIAL_AT click FULL_STOP option LEFT_PARENTHESIS APOSTROPHE HYPHEN-MINUS n APOSTROPHE COMMA SPACE type EQUALS_SIGN int COMMA SPACE default EQUALS_SIGN DIGIT_ONE COMMA SPACE help EQUALS_SIGN APOSTROPHE Number SPACE of SPACE hosts SPACE to SPACE create APOSTROPHE RIGHT_PARENTHESIS NEWLINE COMMERCIAL_AT click FULL_STOP option LEFT_PARENTHESIS APOSTROPHE HYPHEN-MINUS n APOSTROPHE COMMA SPACE type EQUALS_SIGN int COMMA SPACE default EQUALS_SIGN DIGIT_ONE COMMA SPACE help EQUALS_SIGN APOSTROPHE Number SPACE of SPACE hosts SPACE to SPACE add SPACE DNS SPACE to APOSTROPHE RIGHT_PARENTHESIS NEWLINE COMMERCIAL_AT click FULL_STOP option LEFT_PARENTHESIS APOSTROPHE HYPHEN-MINUS n APOSTROPHE COMMA SPACE type EQUALS_SIGN int COMMA SPACE default EQUALS_SIGN DIGIT_ONE COMMA SPACE help EQUALS_SIGN APOSTROPHE Number SPACE of SPACE hosts SPACE to SPACE create APOSTROPHE RIGHT_PARENTHESIS NEWLINE COMMERCIAL_AT click FULL_STOP option LEFT_PARENTHESIS APOSTROPHE HYPHEN-MINUS n APOSTROPHE COMMA SPACE type EQUALS_SIGN int COMMA SPACE default EQUALS_SIGN DIGIT_ONE COMMA SPACE help EQUALS_SIGN APOSTROPHE Number SPACE of SPACE hosts SPACE to SPACE remove SPACE DNS SPACE from APOSTROPHE RIGHT_PARENTHESIS NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, no
'modify', 1, 1, 8, ' NUMBER_SIGN SPACE Mail COLON SPACE xu LOW_LINE xiaorong COMMERCIAL_AT vobile FULL_STOP cn NEWLINE NUMBER_SIGN SPACE Mail COLON SPACE xu LOW_LINE xiaorong COMMERCIAL_AT mysite FULL_STOP cn NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, no
'Updatecustompy', 1, 1, 2, ' SPACE SPACE SPACE SPACE os FULL_STOP remove LEFT_PARENTHESIS title PLUS_SIGN APOSTROPHE FULL_STOP mp DIGIT_THREE APOSTROPHE RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE os FULL_STOP remove LEFT_PARENTHESIS title SPACE PLUS_SIGN SPACE APOSTROPHE FULL_STOP mp DIGIT_THREE APOSTROPHE RIGHT_PARENTHESIS NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, no
'versionbump', 1, 1, 4, ' SPACE SPACE SPACE SPACE version EQUALS_SIGN APOSTROPHE DIGIT_ZERO FULL_STOP DIGIT_THREE FULL_STOP DIGIT_ONE APOSTROPHE COMMA NEWLINE SPACE SPACE SPACE SPACE version EQUALS_SIGN APOSTROPHE DIGIT_ZERO FULL_STOP DIGIT_FOUR APOSTROPHE COMMA NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, no
'Mergebranchmasterofhttpsgithubcomxgdsxgdsinstrument', 1, 1, 0, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE return SPACE utctime NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE return SPACE utctime NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, no
'masterAddcomment', 1, 1, 28, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE NUMBER_SIGN SPACE TODO COLON SPACE Handle SPACE with SPACE multiple SPACE outputs COMMA SPACE including SPACE the SPACE order SPACE of SPACE outputs NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE NUMBER_SIGN SPACE TODO COLON SPACE Minpy SPACE currently SPACE doesn APOSTROPHE t SPACE support SPACE multiple SPACE outputs NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, no
'MergepullrequestfromPhylliadedevFixnamearginfromurdfmethod', 1, 1, 2, ' SPACE SPACE SPACE SPACE SPACE SPACE version EQUALS_SIGN APOSTROPHE DIGIT_TWO FULL_STOP DIGIT_TWO APOSTROPHE COMMA NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE version EQUALS_SIGN APOSTROPHE DIGIT_TWO FULL_STOP DIGIT_TWO FULL_STOP DIGIT_ONE APOSTROPHE COMMA NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, no
